timestamp,base_kw,cmd_kw,grid_kw,soc,soc_next,mode,rg_state,desired_kw,p_imp_cap,p_exp_cap,e_imp,e_exp,e1_imp,e1_exp,cpu_ms,scenario,seed,scenario_seed,day_id,load_kw,pv_kw,wind_kw,peak_flag,controller
2026-01-01 00:00:00,24.124433403737996,0.0,24.124433403737996,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.22039999021217227,mixed,0,mixed_seed0,0,37.92202070732022,0.0,13.797587303582224,0,Proposed
2026-01-01 00:01:00,23.640093931773208,0.0,23.640093931773208,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.18489999638404697,mixed,0,mixed_seed0,0,37.25135206790204,0.0,13.611258136128834,0,Proposed
2026-01-01 00:02:00,30.683282715461907,0.0,30.683282715461907,0.5,0.5,IDLE,MID,0.0,40.0,40.0,20.30372038515185,0.0,0.0,0.0,0.14040000678505749,mixed,0,mixed_seed0,0,39.15678827482941,0.75125036319889,7.722255196168612,0,Proposed
2026-01-01 00:03:00,32.6395230362183,0.0,32.6395230362183,0.5,0.5,IDLE,MID,0.0,40.0,40.0,17.615772309391666,0.0,0.0,0.0,0.12670000432990491,mixed,0,mixed_seed0,0,37.79229820800903,0.0,5.152775171790729,0,Proposed
2026-01-01 00:04:00,26.23216141917434,0.0,26.23216141917434,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12510000669863075,mixed,0,mixed_seed0,0,36.165390081424476,0.0,9.933228662250137,0,Proposed
2026-01-01 00:05:00,27.390349440985485,0.0,27.390349440985485,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12499999138526618,mixed,0,mixed_seed0,0,38.383266568783625,0.0,10.99291712779814,0,Proposed
2026-01-01 00:06:00,30.64179876385861,0.0,30.64179876385861,0.5,0.5,IDLE,MID,0.0,40.0,40.0,3.8581454459261977,0.0,0.0,0.0,0.12369999603834003,mixed,0,mixed_seed0,0,40.71419476088176,0.32458197807084704,9.747814018952303,0,Proposed
2026-01-01 00:07:00,31.53497535531966,0.0,31.53497535531966,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12329999299254268,mixed,0,mixed_seed0,0,39.797013549358475,0.4969586759081312,7.765079518130686,0,Proposed
2026-01-01 00:08:00,25.66414991559883,0.0,25.66414991559883,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12399999832268804,mixed,0,mixed_seed0,0,35.64529079617539,0.32909209955795066,9.652048781018607,0,Proposed
2026-01-01 00:09:00,24.202282767728434,0.0,24.202282767728434,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.1221999991685152,mixed,0,mixed_seed0,0,34.21659467282836,0.5506034924767372,9.463708412623188,0,Proposed
2026-01-01 00:10:00,21.087370881074943,0.0,21.087370881074943,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12129999231547117,mixed,0,mixed_seed0,0,35.79768384551795,0.26442404685813653,14.445888917584872,0,Proposed
2026-01-01 00:11:00,21.385402044041594,0.0,21.385402044041594,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12719999358523637,mixed,0,mixed_seed0,0,37.43510925053927,0.20550923457204737,15.844197971925627,0,Proposed
2026-01-01 00:12:00,8.519770854998058,0.0,8.519770854998058,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12579999747686088,mixed,0,mixed_seed0,0,31.495344773142502,0.28436824019280804,22.691205677951636,0,Proposed
2026-01-01 00:13:00,17.26629190324803,0.0,17.26629190324803,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12430000060703605,mixed,0,mixed_seed0,0,36.73727351923499,0.0,19.470981615986958,0,Proposed
2026-01-01 00:14:00,13.277781121337355,0.0,13.277781121337355,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12270000297576189,mixed,0,mixed_seed0,0,34.146010292643034,0.7129967175578412,20.155232453747836,0,Proposed
2026-01-01 00:15:00,15.79163038385807,0.0,15.79163038385807,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12310000602155924,mixed,0,mixed_seed0,0,35.40685871484911,0.0,19.615228330991037,0,Proposed
2026-01-01 00:16:00,14.73748371260034,0.0,14.73748371260034,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12090000382158905,mixed,0,mixed_seed0,0,35.85382398726672,0.0,21.11634027466638,0,Proposed
2026-01-01 00:17:00,14.992627049169144,0.0,14.992627049169144,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.11930000619031489,mixed,0,mixed_seed0,0,36.400870737206056,0.5098701681710704,20.898373519865842,0,Proposed
